Region,Expected Reports,Received Reports,Compliance (%),Week,Year,Source link,Source title,datetime_loaded
KP,2350,1734,74,26,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-26-2024.pdf,IDSR Week 26 Bulletin (2024),2026-08-08T00:44:59Z
AJK,382,373,99,26,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-26-2024.pdf,IDSR Week 26 Bulletin (2024),2026-08-08T00:44:59Z
ICT,35,26,74,26,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-26-2024.pdf,IDSR Week 26 Bulletin (2024),2026-08-08T00:44:59Z
Balochistan,1241,977,79,26,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-26-2024.pdf,IDSR Week 26 Bulletin (2024),2026-08-08T00:44:59Z
GB,374,370,99,26,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-26-2024.pdf,IDSR Week 26 Bulletin (2024),2026-08-08T00:44:59Z
Sindh,2085,1957,94,26,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-26-2024.pdf,IDSR Week 26 Bulletin (2024),2026-08-08T00:44:59Z
National,6467,5437,84,26,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-26-2024.pdf,IDSR Week 26 Bulletin (2024),2026-08-08T00:44:59Z
KP,2740,1585,58,25,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-25-2024.pdf,IDSR Week 25 Bulletin (2024),2026-08-08T00:45:02Z
AJK,382,375,99,25,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-25-2024.pdf,IDSR Week 25 Bulletin (2024),2026-08-08T00:45:02Z
ICT,35,28,80,25,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-25-2024.pdf,IDSR Week 25 Bulletin (2024),2026-08-08T00:45:02Z
Balochistan,1206,961,80,25,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-25-2024.pdf,IDSR Week 25 Bulletin (2024),2026-08-08T00:45:02Z
GB,374,370,99,25,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-25-2024.pdf,IDSR Week 25 Bulletin (2024),2026-08-08T00:45:02Z
Sindh,2085,1978,95,25,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-25-2024.pdf,IDSR Week 25 Bulletin (2024),2026-08-08T00:45:02Z
National,6822,5297,78,25,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-25-2024.pdf,IDSR Week 25 Bulletin (2024),2026-08-08T00:45:02Z
KP,2740,1430,52,24,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-24-2024.pdf,IDSR Week 24 Bulletin (2024),2026-08-08T00:45:05Z
AJK,382,379,99,24,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-24-2024.pdf,IDSR Week 24 Bulletin (2024),2026-08-08T00:45:05Z
ICT,35,28,80,24,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-24-2024.pdf,IDSR Week 24 Bulletin (2024),2026-08-08T00:45:05Z
Balochistan,1206,602,50,24,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-24-2024.pdf,IDSR Week 24 Bulletin (2024),2026-08-08T00:45:05Z
GB,374,369,99,24,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-24-2024.pdf,IDSR Week 24 Bulletin (2024),2026-08-08T00:45:05Z
Sindh,2085,1909,92,24,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-24-2024.pdf,IDSR Week 24 Bulletin (2024),2026-08-08T00:45:05Z
National,6822,4717,69,24,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-24-2024.pdf,IDSR Week 24 Bulletin (2024),2026-08-08T00:45:05Z
KP,2740,1627,59,23,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-23-2024.pdf,IDSR Week 23 Bulletin (2024),2026-08-08T00:45:08Z
AJK,382,368,96,23,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-23-2024.pdf,IDSR Week 23 Bulletin (2024),2026-08-08T00:45:08Z
ICT,35,30,86,23,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-23-2024.pdf,IDSR Week 23 Bulletin (2024),2026-08-08T00:45:08Z
Balochistan,1206,848,70,23,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-23-2024.pdf,IDSR Week 23 Bulletin (2024),2026-08-08T00:45:08Z
GB,374,370,99,23,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-23-2024.pdf,IDSR Week 23 Bulletin (2024),2026-08-08T00:45:08Z
Sindh,2085,1949,93,23,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-23-2024.pdf,IDSR Week 23 Bulletin (2024),2026-08-08T00:45:08Z
National,6822,5192,76,23,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-23-2024.pdf,IDSR Week 23 Bulletin (2024),2026-08-08T00:45:08Z
KP,2740,1636,60,22,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-22-2024.pdf,IDSR Week 22 Bulletin (2024),2026-08-08T00:45:10Z
AJK,382,370,97,22,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-22-2024.pdf,IDSR Week 22 Bulletin (2024),2026-08-08T00:45:10Z
ICT,35,12,34,22,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-22-2024.pdf,IDSR Week 22 Bulletin (2024),2026-08-08T00:45:10Z
Balochistan,1206,947,79,22,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-22-2024.pdf,IDSR Week 22 Bulletin (2024),2026-08-08T00:45:10Z
GB,374,370,99,22,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-22-2024.pdf,IDSR Week 22 Bulletin (2024),2026-08-08T00:45:10Z
Sindh,2085,1890,91,22,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-22-2024.pdf,IDSR Week 22 Bulletin (2024),2026-08-08T00:45:10Z
National,6822,5225,77,22,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-22-2024.pdf,IDSR Week 22 Bulletin (2024),2026-08-08T00:45:10Z
KP,2740,1656,60,21,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-21-2024.pdf,IDSR Week 21 Bulletin (2024),2026-08-08T00:45:13Z
AJK,382,373,98,21,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-21-2024.pdf,IDSR Week 21 Bulletin (2024),2026-08-08T00:45:13Z
ICT,35,30,86,21,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-21-2024.pdf,IDSR Week 21 Bulletin (2024),2026-08-08T00:45:13Z
Balochistan,1206,956,79,21,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-21-2024.pdf,IDSR Week 21 Bulletin (2024),2026-08-08T00:45:13Z
GB,374,371,99,21,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-21-2024.pdf,IDSR Week 21 Bulletin (2024),2026-08-08T00:45:13Z
Sindh,2085,1919,92,21,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-21-2024.pdf,IDSR Week 21 Bulletin (2024),2026-08-08T00:45:13Z
National,6822,5305,78,21,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-21-2024.pdf,IDSR Week 21 Bulletin (2024),2026-08-08T00:45:13Z
KP,2740,1654,60,20,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-20-2024.pdf,IDSR Week 20 Bulletin (2024),2026-08-08T00:45:16Z
AJK,382,380,99,20,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-20-2024.pdf,IDSR Week 20 Bulletin (2024),2026-08-08T00:45:16Z
ICT,35,28,80,20,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-20-2024.pdf,IDSR Week 20 Bulletin (2024),2026-08-08T00:45:16Z
Balochistan,1220,948,78,20,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-20-2024.pdf,IDSR Week 20 Bulletin (2024),2026-08-08T00:45:16Z
GB,374,371,99,20,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-20-2024.pdf,IDSR Week 20 Bulletin (2024),2026-08-08T00:45:16Z
Sindh,2086,1868,90,20,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-20-2024.pdf,IDSR Week 20 Bulletin (2024),2026-08-08T00:45:16Z
National,6837,5249,77,20,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-20-2024.pdf,IDSR Week 20 Bulletin (2024),2026-08-08T00:45:16Z
KP,2740,1662,61,19,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-19-2024.pdf,IDSR Week 19 Bulletin (2024),2026-08-08T00:45:19Z
AJK,382,324,85,19,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-19-2024.pdf,IDSR Week 19 Bulletin (2024),2026-08-08T00:45:19Z
ICT,35,28,80,19,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-19-2024.pdf,IDSR Week 19 Bulletin (2024),2026-08-08T00:45:19Z
Balochistan,1220,872,71,19,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-19-2024.pdf,IDSR Week 19 Bulletin (2024),2026-08-08T00:45:19Z
GB,374,370,99,19,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-19-2024.pdf,IDSR Week 19 Bulletin (2024),2026-08-08T00:45:19Z
Sindh,2086,1957,94,19,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-19-2024.pdf,IDSR Week 19 Bulletin (2024),2026-08-08T00:45:19Z
National,6837,5213,76,19,2024,https://www.nih.org.pk/wp-content/uploads/2024/06/Weekly Report-19-2024.pdf,IDSR Week 19 Bulletin (2024),2026-08-08T00:45:19Z
KP,2740,1642,60,18,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-18-2024.pdf,IDSR Week 18 Bulletin (2024),2026-08-08T00:45:22Z
AJK,382,379,99,18,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-18-2024.pdf,IDSR Week 18 Bulletin (2024),2026-08-08T00:45:22Z
ICT,35,28,80,18,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-18-2024.pdf,IDSR Week 18 Bulletin (2024),2026-08-08T00:45:22Z
Balochistan,1220,852,70,18,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-18-2024.pdf,IDSR Week 18 Bulletin (2024),2026-08-08T00:45:22Z
GB,374,369,99,18,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-18-2024.pdf,IDSR Week 18 Bulletin (2024),2026-08-08T00:45:22Z
Sindh,2086,1941,93,18,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-18-2024.pdf,IDSR Week 18 Bulletin (2024),2026-08-08T00:45:22Z
National,6837,5211,76,18,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-18-2024.pdf,IDSR Week 18 Bulletin (2024),2026-08-08T00:45:22Z
KP,2740,1670,61,17,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-17-2024.pdf,IDSR Week 17 Bulletin (2024),2026-08-08T00:45:25Z
AJK,382,379,99,17,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-17-2024.pdf,IDSR Week 17 Bulletin (2024),2026-08-08T00:45:25Z
ICT,35,18,51,17,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-17-2024.pdf,IDSR Week 17 Bulletin (2024),2026-08-08T00:45:25Z
Balochistan,1220,881,72,17,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-17-2024.pdf,IDSR Week 17 Bulletin (2024),2026-08-08T00:45:25Z
GB,374,371,99,17,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-17-2024.pdf,IDSR Week 17 Bulletin (2024),2026-08-08T00:45:25Z
Sindh,2086,1982,95,17,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-17-2024.pdf,IDSR Week 17 Bulletin (2024),2026-08-08T00:45:25Z
National,6837,5301,78,17,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-17-2024.pdf,IDSR Week 17 Bulletin (2024),2026-08-08T00:45:25Z
KP,2740,1679,61,16,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-16-2024.pdf,IDSR Week 16 Bulletin (2024),2026-08-08T00:45:28Z
AJK,382,380,99,16,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-16-2024.pdf,IDSR Week 16 Bulletin (2024),2026-08-08T00:45:28Z
ICT,35,30,86,16,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-16-2024.pdf,IDSR Week 16 Bulletin (2024),2026-08-08T00:45:28Z
Balochistan,1220,934,77,16,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-16-2024.pdf,IDSR Week 16 Bulletin (2024),2026-08-08T00:45:28Z
GB,374,374,100,16,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-16-2024.pdf,IDSR Week 16 Bulletin (2024),2026-08-08T00:45:28Z
Sindh,2086,1968,94,16,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-16-2024.pdf,IDSR Week 16 Bulletin (2024),2026-08-08T00:45:28Z
National,6837,5365,78,16,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-16-2024.pdf,IDSR Week 16 Bulletin (2024),2026-08-08T00:45:28Z
KP,2740,1585,58,15,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-15-2024.pdf,IDSR Week 15 Bulletin (2024),2026-08-08T00:45:31Z
AJK,382,367,96,15,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-15-2024.pdf,IDSR Week 15 Bulletin (2024),2026-08-08T00:45:31Z
ICT,35,29,83,15,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-15-2024.pdf,IDSR Week 15 Bulletin (2024),2026-08-08T00:45:31Z
Balochistan,1220,796,65,15,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-15-2024.pdf,IDSR Week 15 Bulletin (2024),2026-08-08T00:45:31Z
GB,374,374,100,15,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-15-2024.pdf,IDSR Week 15 Bulletin (2024),2026-08-08T00:45:31Z
Sindh,2086,1942,93,15,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-15-2024.pdf,IDSR Week 15 Bulletin (2024),2026-08-08T00:45:31Z
National,6837,5093,74,15,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-15-2024.pdf,IDSR Week 15 Bulletin (2024),2026-08-08T00:45:31Z
KP,2740,1543,56,14,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-14-2024.pdf,IDSR Week 14 Bulletin (2024),2026-08-08T00:45:34Z
AJK,382,369,97,14,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-14-2024.pdf,IDSR Week 14 Bulletin (2024),2026-08-08T00:45:34Z
ICT,35,29,83,14,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-14-2024.pdf,IDSR Week 14 Bulletin (2024),2026-08-08T00:45:34Z
Balochistan,1220,780,64,14,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-14-2024.pdf,IDSR Week 14 Bulletin (2024),2026-08-08T00:45:34Z
GB,374,371,99,14,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-14-2024.pdf,IDSR Week 14 Bulletin (2024),2026-08-08T00:45:34Z
Sindh,2086,1936,93,14,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-14-2024.pdf,IDSR Week 14 Bulletin (2024),2026-08-08T00:45:34Z
National,6837,5028,74,14,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-14-2024.pdf,IDSR Week 14 Bulletin (2024),2026-08-08T00:45:34Z
KP,2740,1672,61,13,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-13-2024.pdf,IDSR Week 13 Bulletin (2024),2026-08-08T00:45:37Z
AJK,382,382,100,13,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-13-2024.pdf,IDSR Week 13 Bulletin (2024),2026-08-08T00:45:37Z
ICT,35,29,83,13,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-13-2024.pdf,IDSR Week 13 Bulletin (2024),2026-08-08T00:45:37Z
Balochistan,1220,955,78,13,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-13-2024.pdf,IDSR Week 13 Bulletin (2024),2026-08-08T00:45:37Z
GB,374,374,100,13,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-13-2024.pdf,IDSR Week 13 Bulletin (2024),2026-08-08T00:45:37Z
Sindh,2086,1970,94,13,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-13-2024.pdf,IDSR Week 13 Bulletin (2024),2026-08-08T00:45:37Z
National,6837,5381,79,13,2024,https://www.nih.org.pk/wp-content/uploads/2024/05/Weekly Report-13-2024.pdf,IDSR Week 13 Bulletin (2024),2026-08-08T00:45:37Z
KP,2740,1650,60,12,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-12-2024.pdf,IDSR Week 12 Bulletin (2024),2026-08-08T00:45:40Z
AJK,382,379,99,12,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-12-2024.pdf,IDSR Week 12 Bulletin (2024),2026-08-08T00:45:40Z
ICT,35,29,83,12,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-12-2024.pdf,IDSR Week 12 Bulletin (2024),2026-08-08T00:45:40Z
Balochistan,1220,918,75,12,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-12-2024.pdf,IDSR Week 12 Bulletin (2024),2026-08-08T00:45:40Z
GB,374,374,100,12,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-12-2024.pdf,IDSR Week 12 Bulletin (2024),2026-08-08T00:45:40Z
Sindh,2086,1938,93,12,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-12-2024.pdf,IDSR Week 12 Bulletin (2024),2026-08-08T00:45:40Z
National,6837,5288,77,12,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-12-2024.pdf,IDSR Week 12 Bulletin (2024),2026-08-08T00:45:40Z
KP,2740,1645,60,11,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-11-2024.pdf,IDSR Week 11 Bulletin (2024),2026-08-08T00:45:42Z
AJK,382,382,100,11,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-11-2024.pdf,IDSR Week 11 Bulletin (2024),2026-08-08T00:45:42Z
ICT,35,29,83,11,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-11-2024.pdf,IDSR Week 11 Bulletin (2024),2026-08-08T00:45:42Z
Balochistan,1220,845,69,11,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-11-2024.pdf,IDSR Week 11 Bulletin (2024),2026-08-08T00:45:42Z
GB,374,374,100,11,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-11-2024.pdf,IDSR Week 11 Bulletin (2024),2026-08-08T00:45:42Z
Sindh,2086,1956,94,11,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-11-2024.pdf,IDSR Week 11 Bulletin (2024),2026-08-08T00:45:42Z
National,6837,5231,77,11,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-11-2024.pdf,IDSR Week 11 Bulletin (2024),2026-08-08T00:45:42Z
KP,2750,1607,58,10,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly_Report-10-2024.pdf,IDSR Week 10 Bulletin (2024),2026-08-08T00:45:45Z
AJK,382,379,99,10,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly_Report-10-2024.pdf,IDSR Week 10 Bulletin (2024),2026-08-08T00:45:45Z
ICT,35,29,83,10,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly_Report-10-2024.pdf,IDSR Week 10 Bulletin (2024),2026-08-08T00:45:45Z
Balochistan,1220,887,73,10,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly_Report-10-2024.pdf,IDSR Week 10 Bulletin (2024),2026-08-08T00:45:45Z
GB,374,374,100,10,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly_Report-10-2024.pdf,IDSR Week 10 Bulletin (2024),2026-08-08T00:45:45Z
Sindh,2088,1957,94,10,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly_Report-10-2024.pdf,IDSR Week 10 Bulletin (2024),2026-08-08T00:45:45Z
National,6849,5233,76,10,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly_Report-10-2024.pdf,IDSR Week 10 Bulletin (2024),2026-08-08T00:45:45Z
KP,2750,1551,56,9,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-09-2024.pdf,IDSR Week 09 Bulletin (2024),2026-08-08T00:45:48Z
AJK,382,377,99,9,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-09-2024.pdf,IDSR Week 09 Bulletin (2024),2026-08-08T00:45:48Z
ICT,35,29,83,9,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-09-2024.pdf,IDSR Week 09 Bulletin (2024),2026-08-08T00:45:48Z
Balochistan,1220,842,69,9,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-09-2024.pdf,IDSR Week 09 Bulletin (2024),2026-08-08T00:45:48Z
GB,374,374,100,9,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-09-2024.pdf,IDSR Week 09 Bulletin (2024),2026-08-08T00:45:48Z
Sindh,2087,1946,93,9,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-09-2024.pdf,IDSR Week 09 Bulletin (2024),2026-08-08T00:45:48Z
National,6848,5119,75,9,2024,https://www.nih.org.pk/wp-content/uploads/2024/04/Weekly Report-09-2024.pdf,IDSR Week 09 Bulletin (2024),2026-08-08T00:45:48Z
KP,2750,1599,58,8,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-08-2024.pdf,IDSR Week 08 Bulletin (2024),2026-08-08T00:45:51Z
AJK,382,375,98,8,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-08-2024.pdf,IDSR Week 08 Bulletin (2024),2026-08-08T00:45:51Z
ICT,35,30,86,8,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-08-2024.pdf,IDSR Week 08 Bulletin (2024),2026-08-08T00:45:51Z
Balochistan,1220,840,69,8,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-08-2024.pdf,IDSR Week 08 Bulletin (2024),2026-08-08T00:45:51Z
GB,374,374,100,8,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-08-2024.pdf,IDSR Week 08 Bulletin (2024),2026-08-08T00:45:51Z
Sindh,2088,1955,94,8,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-08-2024.pdf,IDSR Week 08 Bulletin (2024),2026-08-08T00:45:51Z
National,6849,5173,76,8,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-08-2024.pdf,IDSR Week 08 Bulletin (2024),2026-08-08T00:45:51Z
KP,2750,1547,56,7,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-07-2024.pdf,IDSR Week 07 Bulletin (2024),2026-08-08T00:45:54Z
AJK,382,373,98,7,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-07-2024.pdf,IDSR Week 07 Bulletin (2024),2026-08-08T00:45:54Z
ICT,70,52,74,7,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-07-2024.pdf,IDSR Week 07 Bulletin (2024),2026-08-08T00:45:54Z
Balochistan,1220,925,76,7,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-07-2024.pdf,IDSR Week 07 Bulletin (2024),2026-08-08T00:45:54Z
GB,374,374,100,7,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-07-2024.pdf,IDSR Week 07 Bulletin (2024),2026-08-08T00:45:54Z
Sindh,2087,1922,92,7,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-07-2024.pdf,IDSR Week 07 Bulletin (2024),2026-08-08T00:45:54Z
National,6883,5193,75,7,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-07-2024.pdf,IDSR Week 07 Bulletin (2024),2026-08-08T00:45:54Z
KP,2750,1585,58,6,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-06-2024.pdf,IDSR Week 06 Bulletin (2024),2026-08-08T00:45:57Z
AJK,382,376,99,6,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-06-2024.pdf,IDSR Week 06 Bulletin (2024),2026-08-08T00:45:57Z
ICT,70,50,71,6,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-06-2024.pdf,IDSR Week 06 Bulletin (2024),2026-08-08T00:45:57Z
Balochistan,1220,840,69,6,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-06-2024.pdf,IDSR Week 06 Bulletin (2024),2026-08-08T00:45:57Z
GB,374,372,99,6,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-06-2024.pdf,IDSR Week 06 Bulletin (2024),2026-08-08T00:45:57Z
Sindh,2088,1914,92,6,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-06-2024.pdf,IDSR Week 06 Bulletin (2024),2026-08-08T00:45:57Z
National,6884,5134,75,6,2024,https://www.nih.org.pk/wp-content/uploads/2024/03/Weekly Report-06-2024.pdf,IDSR Week 06 Bulletin (2024),2026-08-08T00:45:57Z
KP,2750,1480,54,5,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-05-2024.pdf,IDSR Week 05 Bulletin (2024),2026-08-08T00:46:00Z
AJK,382,375,98,5,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-05-2024.pdf,IDSR Week 05 Bulletin (2024),2026-08-08T00:46:00Z
ICT,70,52,74,5,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-05-2024.pdf,IDSR Week 05 Bulletin (2024),2026-08-08T00:46:00Z
Balochistan,1220,890,73,5,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-05-2024.pdf,IDSR Week 05 Bulletin (2024),2026-08-08T00:46:00Z
GB,374,373,100,5,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-05-2024.pdf,IDSR Week 05 Bulletin (2024),2026-08-08T00:46:00Z
Sindh,2088,1901,91,5,2024,https://www.nih.org.pk/wp-content/uploads/2024/02/Weekly Report-05-2024.pdf,IDSR Week 05 Bulletin (2024),2026-08-08T00:46:00Z
