Region,District,Facility Type,Total Sites,Reported Sites,Compliance (%),Week,Year,Source link,Source title,datetime_loaded
KP,Abbottabad,IDSR Reporting Site,111,103,93,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Bannu,IDSR Reporting Site,228,89,39,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Battagram,IDSR Reporting Site,59,36,61,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Buner,IDSR Reporting Site,34,34,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Bajaur,IDSR Reporting Site,43,43,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Charsadda,IDSR Reporting Site,61,60,98,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Chitral Upper,IDSR Reporting Site,31,31,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Chitral Lower,IDSR Reporting Site,37,36,97,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,D.I. Khan,IDSR Reporting Site,115,115,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Dir Lower,IDSR Reporting Site,63,56,89,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Dir Upper,IDSR Reporting Site,56,46,82,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Hangu,IDSR Reporting Site,22,19,86,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Haripur,IDSR Reporting Site,72,71,99,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Karak,IDSR Reporting Site,36,35,97,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Khyber,IDSR Reporting Site,53,40,75,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Kohat,IDSR Reporting Site,61,61,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Kohistan Lower,IDSR Reporting Site,13,9,69,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Kohistan Upper,IDSR Reporting Site,22,17,77,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Kolai Palas,IDSR Reporting Site,10,10,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Lakki Marwat,IDSR Reporting Site,70,69,99,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,L & C Kurram,IDSR Reporting Site,34,15,44,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Upper Kurram,IDSR Reporting Site,38,37,97,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Malakand,IDSR Reporting Site,41,40,98,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Mansehra,IDSR Reporting Site,133,123,92,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Mardan,IDSR Reporting Site,82,65,79,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Nowshera,IDSR Reporting Site,57,53,93,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,North Waziristan,IDSR Reporting Site,10,8,80,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Peshawar,IDSR Reporting Site,157,130,83,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Shangla,IDSR Reporting Site,37,37,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Swabi,IDSR Reporting Site,65,64,98,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Swat,IDSR Reporting Site,75,73,97,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,South Waziristan (Upper),IDSR Reporting Site,93,93,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,South Waziristan (Lower),IDSR Reporting Site,29,27,93,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Tank,IDSR Reporting Site,34,33,97,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Tor Ghar,IDSR Reporting Site,13,13,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Mohmand,IDSR Reporting Site,68,23,34,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
KP,Orakzai,IDSR Reporting Site,69,6,9,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Mirpur,IDSR Reporting Site,41,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Bhimber,IDSR Reporting Site,85,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Kotli,IDSR Reporting Site,60,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Muzaffarabad,IDSR Reporting Site,45,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Poonch,IDSR Reporting Site,46,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Haveli,IDSR Reporting Site,39,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Bagh,IDSR Reporting Site,54,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Neelum,IDSR Reporting Site,39,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Jhelum Velley,IDSR Reporting Site,29,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Sudhnooti,IDSR Reporting Site,27,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
ICT,ICT,IDSR Reporting Site,24,24,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
ICT,CDA,IDSR Reporting Site,12,7,58,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Gwadar,IDSR Reporting Site,26,25,96,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Kech (Turbat),IDSR Reporting Site,45,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Khuzdar,IDSR Reporting Site,74,10,14,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Killa Abdullah,IDSR Reporting Site,26,21,81,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Lasbella,IDSR Reporting Site,55,55,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Pishin,IDSR Reporting Site,65,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Quetta,IDSR Reporting Site,56,15,27,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Sibi,IDSR Reporting Site,36,30,83,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Zhob,IDSR Reporting Site,39,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Jaffarabad,IDSR Reporting Site,16,16,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Naseerabad,IDSR Reporting Site,32,32,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Kharan,IDSR Reporting Site,30,30,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Sherani,IDSR Reporting Site,15,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Kohlu,IDSR Reporting Site,75,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Chagai,IDSR Reporting Site,36,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Kalat,IDSR Reporting Site,41,40,98,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Harnai,IDSR Reporting Site,17,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Kachhi (Bolan),IDSR Reporting Site,35,18,51,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Jhal Magsi,IDSR Reporting Site,28,14,50,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Sohbat pur,IDSR Reporting Site,25,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Surab,IDSR Reporting Site,32,7,22,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Mastung,IDSR Reporting Site,46,46,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Loralai,IDSR Reporting Site,33,28,85,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Killa Saifullah,IDSR Reporting Site,28,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Ziarat,IDSR Reporting Site,29,28,97,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Duki,IDSR Reporting Site,31,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Nushki,IDSR Reporting Site,29,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Dera Bugti,IDSR Reporting Site,45,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Washuk,IDSR Reporting Site,46,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Panjgur,IDSR Reporting Site,38,15,39,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Awaran,IDSR Reporting Site,23,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Chaman,IDSR Reporting Site,25,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Barkhan,IDSR Reporting Site,20,19,95,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Hub,IDSR Reporting Site,33,12,36,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,MusaKhel,IDSR Reporting Site,41,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Balochistan,Usta Muhammad,IDSR Reporting Site,34,33,97,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Hunza,IDSR Reporting Site,32,32,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Nagar,IDSR Reporting Site,20,19,95,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Ghizer,IDSR Reporting Site,38,30,79,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Gilgit,IDSR Reporting Site,44,44,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Diamer,IDSR Reporting Site,62,58,94,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Astore,IDSR Reporting Site,55,55,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Shigar,IDSR Reporting Site,23,4,17,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Skardu,IDSR Reporting Site,54,54,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Ganche,IDSR Reporting Site,29,29,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
GB,Kharmang,IDSR Reporting Site,25,25,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Hyderabad,IDSR Reporting Site,72,72,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Ghotki,IDSR Reporting Site,64,63,98,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Umerkot,IDSR Reporting Site,65,65,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Naushero Feroze,IDSR Reporting Site,102,93,91,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Tharparkar,IDSR Reporting Site,273,270,99,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Shikarpur,IDSR Reporting Site,59,59,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Thatta,IDSR Reporting Site,50,49,98,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Larkana,IDSR Reporting Site,67,66,99,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Kamber Shadadkot,IDSR Reporting Site,71,71,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Karachi East,IDSR Reporting Site,21,16,76,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Karachi West,IDSR Reporting Site,20,20,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Karachi Malir,IDSR Reporting Site,35,29,83,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Karachi Keamari,IDSR Reporting Site,22,21,95,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Karachi Central,IDSR Reporting Site,12,10,83,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Karachi Korangi,IDSR Reporting Site,18,18,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Karachi South,IDSR Reporting Site,6,3,50,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Sujawal,IDSR Reporting Site,55,51,93,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Mirpurkhas,IDSR Reporting Site,106,106,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Badin,IDSR Reporting Site,123,123,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Sukkur,IDSR Reporting Site,63,63,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Dadu,IDSR Reporting Site,90,90,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Sanghar,IDSR Reporting Site,100,100,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Jacobabad,IDSR Reporting Site,44,44,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Khairpur,IDSR Reporting Site,168,168,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Kashmore,IDSR Reporting Site,59,58,98,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Matiari,IDSR Reporting Site,42,42,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Jamshoro,IDSR Reporting Site,74,74,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Tando Allahyar,IDSR Reporting Site,54,52,96,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Tando Muhammad Khan,IDSR Reporting Site,41,41,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
Sindh,Shaheed Benazirabad,IDSR Reporting Site,122,122,100,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Mirpur,Tertiary Care Hospital,2,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Bhimber,Tertiary Care Hospital,1,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
AJK,Kotli,Tertiary Care Hospital,1,0,0,30,2026,https://www.nih.org.pk/wp-content/uploads/2026/08/Weekly Report-30-2026.pdf,IDSRS Week 30 Bulletin (2026),2026-08-16T07:12:19Z
